Start training VAE...
	Epoch 1 complete! 	Average Loss:  135.67269539401607
	Epoch 2 complete! 	Average Loss:  99.70840580655259
Finish!!
         10377872 function calls (10233797 primitive calls) in 39.671 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:10(LogitRelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:93(RelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:10(ExpRelaxedCategorical)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:87(RelaxedOneHotCategorical)
        1    0.000    0.000    0.000    0.000 remote_device.py:1(<module>)
        1    0.000    0.000    0.000    0.000 remote_device.py:6(_remote_device)
        1    0.000    0.000    0.000    0.000 rendezvous.py:1(<module>)
        3    0.000    0.000    0.000    0.000 rendezvous.py:23(register_rendezvous_handler)
        1    0.000    0.000    0.002    0.002 replicate.py:1(<module>)
        1    0.000    0.000    0.025    0.025 request.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1048(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1059(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1078(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1224(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1242(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1254(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1372(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1381(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1396(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1414(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1472(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1529(FTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1587(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1640(DataHandler)
        1    0.000    0.000    0.000    0.000 request.py:1693(URLopener)
        1    0.000    0.000    0.000    0.000 request.py:2138(FancyURLopener)
        1    0.000    0.000    0.000    0.000 request.py:2391(ftpwrapper)
        1    0.000    0.000    0.000    0.000 request.py:315(Request)
        1    0.000    0.000    0.000    0.000 request.py:424(OpenerDirector)
        1    0.000    0.000    0.000    0.000 request.py:603(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:622(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:639(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:643(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:789(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:832(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:896(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:906(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.001    0.001 request.py:937(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 requirements.py:22(InvalidRequirement)
        1    0.000    0.000    0.051    0.051 requirements.py:4(<module>)
        1    0.000    0.000    0.000    0.000 requirements.py:59(<lambda>)
        1    0.000    0.000    0.000    0.000 requirements.py:62(<lambda>)
        1    0.000    0.000    0.000    0.000 requirements.py:82(Requirement)
        3    0.000    0.000    0.001    0.000 resnet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resnet.py:131(Bottleneck)
        1    0.000    0.000    0.000    0.000 resnet.py:144(ResNet)
        1    0.000    0.000    0.000    0.000 resnet.py:17(Conv3DSimple)
        1    0.000    0.000    0.000    0.000 resnet.py:184(BasicStem)
        1    0.000    0.000    0.000    0.000 resnet.py:195(R2Plus1dStem)
        1    0.000    0.000    0.000    0.000 resnet.py:212(VideoResNet)
        1    0.000    0.000    0.000    0.000 resnet.py:25(QuantizableBasicBlock)
        1    0.000    0.000    0.000    0.000 resnet.py:37(BasicBlock)
        1    0.000    0.000    0.000    0.000 resnet.py:40(Conv2Plus1D)
        1    0.000    0.000    0.000    0.000 resnet.py:54(QuantizableBottleneck)
        1    0.000    0.000    0.000    0.000 resnet.py:65(Conv3DNoTemporal)
        1    0.000    0.000    0.000    0.000 resnet.py:86(Bottleneck)
        1    0.000    0.000    0.000    0.000 resnet.py:87(QuantizableResNet)
        1    0.000    0.000    0.000    0.000 resnet.py:89(BasicBlock)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:11(<module>)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:27(DupSocket)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:61(_ResourceSharer)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:63(__init__)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 retinanet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retinanet.py:148(RetinaNetRegressionHead)
        1    0.000    0.000    0.000    0.000 retinanet.py:228(RetinaNet)
        1    0.000    0.000    0.000    0.000 retinanet.py:33(RetinaNetHead)
        1    0.000    0.000    0.000    0.000 retinanet.py:63(RetinaNetClassificationHead)
        2    0.000    0.000    0.000    0.000 rmsprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rmsprop.py:5(RMSprop)
        1    0.000    0.000    0.000    0.000 rmsprop.py:6(RMSprop)
        4    0.000    0.000    0.018    0.005 rnn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:1074(GRUCell)
        1    0.000    0.000    0.000    0.000 rnn.py:118(_LSTMSingleLayer)
        1    0.000    0.000    0.000    0.000 rnn.py:13(LSTMCell)
        1    0.000    0.000    0.000    0.000 rnn.py:14(PackedParameter)
        1    0.000    0.000    0.000    0.000 rnn.py:146(_LSTMLayer)
        1    0.000    0.000    0.000    0.000 rnn.py:24(RNNBase)
        1    0.000    0.000    0.000    0.000 rnn.py:244(LSTM)
        1    0.000    0.000    0.000    0.000 rnn.py:27(PackedSequence)
        1    0.000    0.000    0.000    0.000 rnn.py:29(RNNBase)
        1    0.000    0.000    0.000    0.000 rnn.py:316(LSTM)
        1    0.000    0.000    0.000    0.000 rnn.py:349(RNN)
        1    0.000    0.000    0.000    0.000 rnn.py:433(GRU)
        1    0.000    0.000    0.003    0.003 rnn.py:470(LSTM)
        1    0.000    0.000    0.000    0.000 rnn.py:647(RNNCellBase)
        1    0.000    0.000    0.002    0.002 rnn.py:706(GRU)
        1    0.000    0.000    0.000    0.000 rnn.py:815(RNNCell)
        1    0.000    0.000    0.000    0.000 rnn.py:865(RNNCellBase)
        1    0.000    0.000    0.000    0.000 rnn.py:866(LSTMCell)
        1    0.000    0.000    0.000    0.000 rnn.py:907(GRUCell)
        1    0.000    0.000    0.000    0.000 rnn.py:908(RNNCell)
        1    0.000    0.000    0.000    0.000 rnn.py:996(LSTMCell)
        1    0.000    0.000    0.001    0.001 roi_align.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roi_align.py:61(RoIAlign)
        1    0.000    0.000    0.000    0.000 roi_heads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roi_heads.py:485(RoIHeads)
        1    0.000    0.000    0.000    0.000 roi_pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 roi_pool.py:50(RoIPool)
        1    0.000    0.000    0.001    0.001 routeddecoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 routeddecoder.py:13(RoutedDecoderIterDataPipe)
        1    0.000    0.000    0.000    0.000 rpn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rpn.py:103(RegionProposalNetwork)
        1    0.000    0.000    0.000    0.000 rpn.py:29(RPNHead)
        2    0.000    0.000    0.000    0.000 rprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rprop.py:5(Rprop)
        1    0.000    0.000    0.000    0.000 rprop.py:6(Rprop)
        1    0.000    0.000    0.001    0.001 sampler.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sampler.py:105(num_samples)
   120002    0.017    0.000    0.025    0.000 sampler.py:112(__iter__)
        1    0.000    0.000    0.000    0.000 sampler.py:132(SubsetRandomSampler)
        1    0.000    0.000    0.000    0.000 sampler.py:153(WeightedRandomSampler)
        1    0.000    0.000    0.000    0.000 sampler.py:196(BatchSampler)
        2    0.000    0.000    0.000    0.000 sampler.py:212(__init__)
     1204    0.079    0.000    0.136    0.000 sampler.py:227(__iter__)
        1    0.000    0.000    0.000    0.000 sampler.py:54(SequentialSampler)
        1    0.000    0.000    0.000    0.000 sampler.py:62(__init__)
        1    0.000    0.000    0.000    0.000 sampler.py:65(__iter__)
        1    0.000    0.000    0.000    0.000 sampler.py:72(RandomSampler)
        1    0.000    0.000    0.000    0.000 sampler.py:8(Sampler)
        1    0.000    0.000    0.000    0.000 sampler.py:86(__init__)
        1    0.000    0.000    0.000    0.000 sbd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sbd.py:12(SBDataset)
        1    0.000    0.000    0.000    0.000 sbu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sbu.py:9(SBU)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scatter_gather.py:1(<module>)
        1    0.000    0.000    0.004    0.004 scimath.py:1(<module>)
        1    0.000    0.000    0.007    0.007 secrets.py:1(<module>)
        1    0.000    0.000    0.005    0.005 segmentation.py:1(<module>)
        1    0.000    0.000    0.003    0.003 selecting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selecting.py:28(FilterIterDataPipe)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:207(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:291(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        4    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        1    0.000    0.000    0.000    0.000 semeion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 semeion.py:10(SEMEION)
        1    0.000    0.000    0.021    0.021 serialization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 serialization.py:198(_opener)
        1    0.000    0.000    0.000    0.000 serialization.py:209(_open_file)
        1    0.000    0.000    0.000    0.000 serialization.py:217(_open_buffer_reader)
        1    0.000    0.000    0.000    0.000 serialization.py:223(_open_buffer_writer)
        1    0.000    0.000    0.000    0.000 serialization.py:240(_open_zipfile_reader)
        1    0.000    0.000    0.000    0.000 serialization.py:245(_open_zipfile_writer_file)
        1    0.000    0.000    0.000    0.000 serialization.py:253(_open_zipfile_writer_buffer)
        1    0.000    0.000    0.000    0.000 serialization.py:31(SourceChangeWarning)
        2    0.000    0.000    0.000    0.000 serialization.py:69(register_package)
        2    0.000    0.000    0.000    0.000 sgd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sgd.py:5(SGD)
        1    0.000    0.000    0.000    0.000 sgd.py:6(SGD)
        2    0.000    0.000    0.012    0.006 shape_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sharding.py:1(<module>)
        2    0.000    0.000    0.001    0.000 shufflenetv2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:24(QuantizableInvertedResidual)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:37(InvertedResidual)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:41(QuantizableShuffleNetV2)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:99(ShuffleNetV2)
        1    0.000    0.000    0.015    0.015 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:85(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:89(_GiveupOnFastCopy)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       31    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       32    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
        1    0.000    0.000    0.000    0.000 signal_handling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.010    0.010 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:661(SocketIO)
      207    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      208    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      209    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      210    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        2    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse.py:12(Embedding)
        1    0.000    0.000    0.000    0.000 sparse.py:221(EmbeddingBag)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:6(SparseAdam)
        1    0.000    0.000    0.000    0.000 spawn.py:12(ProcessException)
        1    0.000    0.000    0.000    0.000 spawn.py:153(SpawnContext)
        1    0.000    0.000    0.003    0.003 spawn.py:2(<module>)
        1    0.000    0.000    0.000    0.000 spawn.py:21(ProcessRaisedException)
        1    0.000    0.000    0.000    0.000 spawn.py:35(ProcessExitedException)
        1    0.000    0.000    0.000    0.000 spawn.py:69(ProcessContext)
        1    0.000    0.000    0.000    0.000 specifiers.py:104(_IndividualSpecifier)
        1    0.000    0.000    0.001    0.001 specifiers.py:263(LegacySpecifier)
        7    0.000    0.000    0.000    0.000 specifiers.py:319(_require_version_compare)
        1    0.000    0.000    0.011    0.011 specifiers.py:333(Specifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:34(InvalidSpecifier)
        1    0.000    0.000    0.014    0.014 specifiers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:40(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:664(SpecifierSet)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:10(SpectralNorm)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:157(SpectralNormLoadStateDictPreHook)
        1    0.000    0.000    0.000    0.000 spectral_norm.py:203(SpectralNormStateDictHook)
        1    0.000    0.000    0.000    0.000 squeezenet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 squeezenet.py:15(Fire)
        1    0.000    0.000    0.000    0.000 squeezenet.py:43(SqueezeNet)
      529    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      529    0.005    0.000    0.008    0.000 sre_compile.py:276(_optimize_charset)
       88    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
       88    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        9    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      556    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
       37    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      258    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
  166/129    0.001    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
       92    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      136    0.001    0.000    0.004    0.000 sre_compile.py:536(_compile_info)
      272    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      136    0.000    0.000    0.026    0.000 sre_compile.py:598(_code)
      268    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
 1360/136    0.008    0.000    0.022    0.000 sre_compile.py:71(_compile)
      136    0.001    0.000    0.081    0.001 sre_compile.py:759(compile)
        2    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
     1494    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
     2919    0.001    0.000    0.001    0.000 sre_parse.py:160(__len__)
     8710    0.004    0.000    0.006    0.000 sre_parse.py:164(__getitem__)
      594    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     2241    0.001    0.000    0.001    0.000 sre_parse.py:172(append)
 1545/347    0.003    0.000    0.004    0.000 sre_parse.py:174(getwidth)
      136    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
    16220    0.008    0.000    0.008    0.000 sre_parse.py:233(__next)
     4032    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
    14279    0.007    0.000    0.013    0.000 sre_parse.py:254(get)
       41    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       64    0.000    0.000    0.001    0.000 sre_parse.py:267(getuntil)
     1775    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      214    0.000    0.000    0.001    0.000 sre_parse.py:295(_class_escape)
      332    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
      363    0.001    0.000    0.001    0.000 sre_parse.py:432(_uniq)
  494/136    0.003    0.000    0.052    0.000 sre_parse.py:435(_parse_sub)
  841/146    0.018    0.000    0.051    0.000 sre_parse.py:493(_parse)
      136    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      687    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      200    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
        5    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
      136    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
      136    0.001    0.000    0.054    0.000 sre_parse.py:937(parse)
      200    0.000    0.000    0.003    0.000 sre_parse.py:96(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 ssd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssd.py:108(SSD)
        1    0.000    0.000    0.000    0.000 ssd.py:38(SSDHead)
        1    0.000    0.000    0.000    0.000 ssd.py:413(SSDFeatureExtractorVGG)
        1    0.000    0.000    0.000    0.000 ssd.py:51(SSDScoringHead)
        1    0.000    0.000    0.000    0.000 ssd.py:90(SSDClassificationHead)
        1    0.000    0.000    0.000    0.000 ssd.py:99(SSDRegressionHead)
        1    0.000    0.000    0.000    0.000 ssdlite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssdlite.py:65(SSDLiteHead)
        1    0.000    0.000    0.000    0.000 ssdlite.py:79(SSDLiteClassificationHead)
        1    0.000    0.000    0.000    0.000 ssdlite.py:89(SSDLiteRegressionHead)
        1    0.000    0.000    0.000    0.000 ssdlite.py:98(SSDLiteFeatureExtractorMobileNet)
      124    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.009    0.009 ssl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.000    0.000 stl10.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stl10.py:11(STL10)
        1    0.000    0.000    0.024    0.024 stochastic_depth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stochastic_depth.py:44(StochasticDepth)
        1    0.000    0.000    0.000    0.000 storage.py:1(<module>)
        8    0.000    0.000    0.000    0.000 storage.py:13(__init__)
        1    0.000    0.000    0.000    0.000 storage.py:8(_StorageBase)
        1    0.000    0.000    0.000    0.000 streamreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamreader.py:5(StreamReaderIterDataPipe)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:113(ExternalStream)
        1    0.000    0.000    0.000    0.000 streams.py:12(Stream)
        1    0.000    0.000    0.000    0.000 streams.py:136(Event)
        1    0.000    0.000    0.001    0.001 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:5(DataChunkDF)
        2    0.000    0.000    0.000    0.000 stubs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 stubs.py:21(DeQuantStub)
        1    0.000    0.000    0.000    0.000 stubs.py:32(QuantWrapper)
        1    0.000    0.000    0.000    0.000 stubs.py:4(QuantStub)
        1    0.000    0.000    0.000    0.000 studentT.py:1(<module>)
        1    0.000    0.000    0.000    0.000 studentT.py:10(StudentT)
        1    0.000    0.000    0.001    0.001 subgraph_rewriter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subgraph_rewriter.py:11(Match)
        1    0.000    0.000    0.000    0.000 subgraph_rewriter.py:18(_SubgraphMatcher)
        1    0.000    0.000    0.007    0.007 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1014(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1017(__exit__)
        1    0.000    0.000    0.000    0.000 subprocess.py:1045(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:105(SubprocessError)
        2    0.000    0.000    0.000    0.000 subprocess.py:1060(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.021    0.021 subprocess.py:1090(communicate)
        1    0.000    0.000    0.000    0.000 subprocess.py:1158(poll)
        2    0.000    0.000    0.001    0.000 subprocess.py:1184(wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:1207(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 subprocess.py:1240(_get_handles)
        3    0.000    0.000    0.000    0.000 subprocess.py:1312(_make_inheritable)
        1    0.000    0.000    0.000    0.000 subprocess.py:1321(_filter_handle_list)
        1    0.000    0.000    0.000    0.000 subprocess.py:1328(<setcomp>)
        1    0.000    0.000    0.003    0.003 subprocess.py:1334(_execute_child)
        2    0.000    0.000    0.000    0.000 subprocess.py:1445(_internal_poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        2    0.000    0.000    0.001    0.000 subprocess.py:1462(_wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:174(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:175(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:197(Handle)
        9    0.000    0.000    0.000    0.000 subprocess.py:200(Close)
        1    0.000    0.000    0.000    0.000 subprocess.py:205(Detach)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.024    0.024 subprocess.py:377(check_output)
        1    0.000    0.000    0.000    0.000 subprocess.py:428(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:439(__init__)
        1    0.000    0.000    0.024    0.024 subprocess.py:464(run)
        1    0.000    0.000    0.000    0.000 subprocess.py:650(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:700(Popen)
        1    0.000    0.000    0.004    0.004 subprocess.py:756(__init__)
        1    0.000    0.000    0.000    0.000 svhn.py:1(<module>)
        1    0.000    0.000    0.000    0.000 svhn.py:10(SVHN)
        1    0.000    0.000    0.000    0.000 swa_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 swa_utils.py:170(SWALR)
        1    0.000    0.000    0.000    0.000 swa_utils.py:8(AveragedModel)
      183    0.000    0.000    0.000    0.000 symbolic_helper.py:128(parse_args)
      183    0.000    0.000    0.002    0.000 symbolic_helper.py:152(decorator)
        1    0.000    0.000    0.002    0.002 symbolic_helper.py:2(<module>)
       26    0.000    0.000    0.000    0.000 symbolic_helper.py:275(_block_list_in_opset)
        7    0.000    0.000    0.000    0.000 symbolic_helper.py:498(_interpolate_helper)
        3    0.000    0.000    0.000    0.000 symbolic_opset10.py:123(_avg_pool)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:149(_interpolate)
        1    0.000    0.000    0.000    0.000 symbolic_opset10.py:2(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset10.py:71(_max_pool)
        7    0.000    0.000    0.000    0.000 symbolic_opset11.py:207(_interpolate)
        3    0.000    0.000    0.000    0.000 symbolic_opset11.py:352(_avg_pool)
        1    0.000    0.000    0.000    0.000 symbolic_opset11.py:4(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset12.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:147(_reduce_op_symbolic)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:158(_reduce_with_dtype)
        1    0.000    0.000    0.000    0.000 symbolic_opset13.py:5(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset14.py:5(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset7.py:1(<module>)
        1    0.000    0.000    0.000    0.000 symbolic_opset8.py:2(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset8.py:54(_interpolate)
        1    0.000    0.000    0.001    0.001 symbolic_opset9.py:1(<module>)
        6    0.000    0.000    0.000    0.000 symbolic_opset9.py:1071(_interpolate)
        5    0.000    0.000    0.000    0.000 symbolic_opset9.py:1112(wrap_logical_op_with_cast_to_and_from)
        5    0.000    0.000    0.000    0.000 symbolic_opset9.py:1113(decorator)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1122(wrap_logical_op_with_negation)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:1636(_unsupported_dropout)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:2308(_one_hidden_rnn)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:365(_reduce_op_symbolic)
        4    0.000    0.000    0.000    0.000 symbolic_opset9.py:381(overload_by_arg_count)
        3    0.000    0.000    0.000    0.000 symbolic_opset9.py:394(_reduce_with_dtype)
